RESPNUM,CCGID,RUNID,INTDATE,DAY,GATE,BAREA,STRATA,PEAK,METHOD,SAQ,AIRLINE,DESTINATION,FLIGHT,AIRLINE_CODE,DEST_CODE,DESTGEO,DESTMARK,ARRTIME,DEPTIME,Q2PURP1,Q2PURP2,Q2PURP3,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q5FIRSTTIME,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAYS,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8COM1,Q8COM2,Q8COM3,Q8COM4,Q8COM5,Q9BOARDING,Q9AIRTRAIN,Q9RENTAL,Q9FOOD,Q9RESTROOM,Q9ALL,Q9COM1,Q9COM2,Q9COM3,Q10SAFE,Q10COM1,Q10COM2,Q10COM3,Q11TSAPRE,Q12PRECHEKCRATE,Q12COM1,Q12COM2,Q12COM3,Q13COUNTY,Q13GETRATE,Q14FIND,Q14PASSTHRU,Q15PROBLEM,Q15COM1,Q15COM2,Q15COM3,NETPRO,Q16LIVE,Q17ZIP,Q17COUNTRY,HOME,Q19AGE,Q20GENDER,Q21INCOME,Q22FLY,Q23SJC,Q23OAK,LANG,WEIGHT,Hi,HOWLONG,Q17CITY,Q17STATE
1741,2646,417,25,THUR,8,A,1,2,1,2,ALASKA,PORTLAND,389,7,51,1,2,2:30 AM,12/31/1899 06:00:00 AM,6,,,3,,,,1,1,2,2,3,1,4,6,4,6,3,1,6,6,4,3,6,3,6,3,3,3,58,,,,,3,3,3,3,3,3,0,,,3,0,,,2,,,,,11,0,3,1,1,5,11,,0,3,,US,10,6,1,0,2,1,2,1,0.493739881,,210,PORTLAND,OR
1742,2092,367,23,TUE,92,G,1,3,1,1,AIR CANADA,CALGARY,8578,3,9,4,2,8:30 AM,12/31/1899 10:30:00 AM,3,,,6,,,,1,2,2,2,2,1,4,2,2,2,3,3,3,2,2,2,6,6,6,6,6,3,101,151,,,,3,6,6,3,3,3,0,,,3,12,,,2,,,,,2,3,3,3,2,,,,6,3,,CANADA,13,5,2,2,2,2,2,1,0.2847177143,,120,CALGARY,AB
1743,2647,417,25,THUR,8,A,1,2,1,2,ALASKA,PORTLAND,389,7,51,1,2,4:50 AM,12/31/1899 06:00:00 AM,2,,,5,,,,2,2,2,2,3,1,4,6,4,4,5,5,5,5,5,5,4,3,6,6,2,4,0,,,,,4,6,3,4,5,5,0,,,5,0,,,2,,,,,7,5,5,5,2,,,,10,1,94086,US,4,3,1,2,2,1,1,1,0.493739881,,70,SUNNYVALE,CA
1744,2091,367,23,TUE,92,G,1,3,1,1,AIR CANADA,CALGARY,8578,3,9,4,2,8:15 AM,12/31/1899 10:30:00 AM,3,,,6,,,,1,1,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,32,31,,,,3,3,3,3,3,3,0,,,3,15,,,2,,,,,1,3,3,3,2,,,,7,1,94536,US,3,5,2,2,4,4,4,1,0.2847177143,,135,FREMONT,CA
1745,2648,417,25,THUR,8,A,1,2,1,2,ALASKA,PORTLAND,389,7,51,1,2,4:30 AM,12/31/1899 06:00:00 AM,3,,,2,,,,1,1,2,2,0,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,5,5,5,5,5,5,0,,,5,0,,,3,,,,,6,0,5,5,2,,,,10,1,94014,US,2,3,1,1,2,2,2,1,0.493739881,,90,DALY CITY,CA
1746,2090,367,23,TUE,92,G,1,3,1,1,AIR CANADA,CALGARY,8578,3,9,4,2,7:30 AM,12/31/1899 10:30:00 AM,1,,,6,,,,2,2,1,1,3,1,4,4,4,4,3,3,3,2,2,2,3,3,3,3,3,3,0,,,,,3,4,4,4,4,4,0,,,5,4,,,2,,,,,6,5,5,5,2,,,,8,1,94030,US,2,5,1,3,2,2,2,1,0.2847177143,,180,MILLBRAE,CA
1747,2649,417,25,THUR,8,A,1,2,1,2,ALASKA,PORTLAND,389,7,51,1,2,5:00:00,12/31/1899 06:00:00 AM,1,,,1,,,1,2,2,2,1,6,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,,,,,3,3,3,3,3,3,0,,,3,0,,,3,,,,,7,3,3,3,2,,,,5,1,,,90,6,1,3,1,1,2,1,0.493739881,,60,,
1748,2094,367,23,TUE,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,7:52 AM,12/31/1899 10:30:00 AM,3,,,2,,,,2,2,2,2,1,1,4,6,6,6,3,4,1,6,1,6,6,6,6,6,6,3,0,,,,,5,6,6,6,6,4,0,,,3,0,,,2,,,,,7,3,3,3,2,,,,5,1,95102,US,4,7,2,2,2,1,2,1,0.2847177143,,158,SAN JOSE,CA
1749,2095,367,23,TUE,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,8:00:00,12/31/1899 10:30:00 AM,3,,,1,,,0,1,0,0,0,2,1,4,4,3,3,4,4,4,6,6,5,5,6,6,6,6,4,0,,,,,5,6,6,6,4,4,0,,,4,0,,,1,5,0,,,7,4,5,5,2,,,,9,1,94066,US,2,7,2,4,1,1,2,1,0.2847177143,,150,SAN BRUNO,CA
1750,2096,367,23,TUE,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,8:00:00,12/31/1899 10:30:00 AM,6,,,2,,,,1,2,2,1,1,1,4,6,6,6,4,5,4,6,6,5,4,6,6,6,6,4,501,,,,,5,6,6,6,2,3,4,,,4,6,,,2,,,,,5,4,4,4,2,,,,8,3,,CANADA,13,3,2,0,2,2,1,1,0.2847177143,,150,CALGARY,AB
1751,2097,367,23,TUE,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,8:50 AM,12/31/1899 10:30:00 AM,2,,,5,,,,2,2,2,2,4,1,2,5,3,3,4,4,4,4,4,6,4,3,3,6,6,4,0,,,,,4,6,4,4,4,4,0,,,4,1,2,,1,5,0,,,6,4,5,5,2,,,,9,1,94066,US,2,7,1,3,2,2,1,1,0.2847177143,,100,SAN BRUNO,CA
1752,2098,367,23,TUE,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,9:10 AM,12/31/1899 10:30:00 AM,2,,,8,,,,1,1,1,2,2,1,2,5,3,4,5,5,5,6,6,6,6,6,6,6,6,5,109,,,,,5,6,6,5,5,5,1,,,4,12,,,2,,,,,0,3,5,5,2,,,,9,2,95501,US,10,3,1,2,2,2,2,1,0.2847177143,,80,EUREKA,CA
1753,2650,417,25,THUR,8,A,1,2,1,2,ALASKA,PORTLAND,389,7,51,1,2,4:30 AM,12/31/1899 06:00:00 AM,2,,,2,,,,2,2,2,2,1,1,2,6,6,6,5,5,5,5,5,5,5,5,5,6,6,5,0,,,,,5,5,6,6,5,5,0,,,5,0,,,1,5,0,,,5,5,5,5,2,,,,9,3,7109,US,12,3,1,2,2,2,2,1,0.493739881,,90,BELLEVILLE,NJ
1754,2651,417,25,THUR,8,A,1,2,1,2,ALASKA,PORTLAND,389,7,51,1,2,4:10 AM,12/31/1899 06:00:00 AM,6,,,1,,,3,1,1,2,1,3,1,4,5,5,5,5,5,5,4,4,4,4,5,5,5,4,5,20,,,,,5,5,5,5,5,5,0,,,4,1,,,2,,,,,2,5,5,5,2,,,,10,1,94517,US,5,5,2,4,2,2,1,1,0.493739881,,110,CLAYTON,CA
1755,2564,407,24,WED,12,A,1,1,1,1,JETBLUE,LAS VEGAS,2288,20,30,1,4,7:15 AM,12/31/1899 08:59:00 AM,2,,,6,,,,1,2,1,1,1,2,1,6,4,6,4,4,4,6,6,6,6,6,6,6,6,4,1,,,,,5,6,6,5,5,5,0,,,4,2,,,2,,,,,5,5,5,4,2,,,,9,3,33062,US,12,6,1,1,2,2,2,1,0.3778995413,,104,POMPANO BEACH,FL
1756,2099,367,23,TUE,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,8:30 AM,12/31/1899 10:30:00 AM,1,,,2,,,,1,1,1,1,3,1,4,2,1,1,3,4,4,4,4,3,6,6,6,6,6,3,0,,,,,4,6,6,4,3,3,0,,,4,0,,,2,,,,,7,4,4,4,2,,,,3,3,,CANADA,13,2,1,2,2,2,2,1,0.2847177143,,120,VANCOUVER,BC
1757,2565,407,24,WED,12,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,7:30 AM,12/31/1899 08:59:00 AM,1,,,1,,,1,2,2,2,2,6,1,4,4,3,4,4,4,4,4,4,4,4,4,5,6,5,4,0,,,,,4,5,4,5,4,4,0,,,4,1,,,2,,,,,6,5,5,3,2,,,,8,1,94064,US,2,4,1,3,1,2,1,1,0.3778995413,,89,REDWOOD CITY,CA
1758,2566,407,24,WED,12,A,1,1,1,1,JETBLUE,LAS VEGAS,2288,20,30,1,4,7:30 AM,12/31/1899 08:59:00 AM,2,,,2,,,,1,2,1,2,2,1,3,3,3,3,4,3,3,3,3,6,3,4,4,4,6,4,52,71,,,,5,4,6,3,6,4,0,,,4,14,,,1,4,1,,,1,3,4,4,1,1,,,8,1,94536,US,3,2,2,3,2,1,1,1,0.3778995413,,89,FREMONT,CA
1759,2100,367,23,TUE,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,8:30 AM,12/31/1899 10:30:00 AM,3,,,2,,,,1,1,1,2,2,1,3,4,3,3,5,5,5,6,6,6,5,3,6,6,6,4,31,43,,,,5,6,6,2,4,4,0,,,4,2,,,2,,,,,5,5,5,5,2,,,,9,3,,CANADA,13,5,4,4,2,2,2,1,0.2847177143,,120,EDMONTON,AB
1760,2101,367,23,TUE,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,8:00:00,12/31/1899 10:30:00 AM,5,,,9,,,,1,1,1,2,1,1,3,5,4,4,4,5,4,6,6,4,4,6,5,6,3,5,0,,,,,5,5,3,4,5,5,0,,,5,0,,,2,,,,,6,4,4,3,2,,,,10,3,,CANADA,13,4,2,0,2,2,2,1,0.2847177143,,150,CALGARY,AB
1761,2102,367,23,TUE,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,8:30 AM,12/31/1899 10:30:00 AM,1,,,5,,,,2,1,1,2,5,1,4,4,4,4,4,4,4,6,6,3,4,4,4,4,6,4,0,,,,,5,6,6,5,5,5,0,,,4,6,,,1,5,1,,,5,4,4,4,2,,,,9,1,94110,US,1,5,1,4,2,4,1,1,0.2847177143,,120,SAN FRANCISCO,CA
1762,2103,367,23,TUE,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,9:30 AM,12/31/1899 10:30:00 AM,3,,,2,,,,1,2,2,1,1,1,1,6,3,3,3,4,2,3,3,5,2,3,6,6,6,3,21,,,,,4,6,6,3,3,3,0,,,4,4,,,1,5,1,,,5,5,3,5,2,,,,8,3,,AUSTRALIA,19,6,2,1,3,1,4,1,0.2847177143,,60,SYNDEY,
1763,2104,367,23,TUE,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,6:00:00,12/31/1899 10:30:00 AM,7,,,3,,,,2,2,2,1,1,2,1,5,6,6,4,3,4,4,4,5,6,6,6,6,6,4,31,32,,,,4,6,6,6,3,4,0,,,4,0,,,4,,,,,11,6,5,6,1,51,,,9,3,,CANADA,13,3,2,1,3,2,2,1,0.2847177143,,270,CALGARY,AB
1764,2567,407,24,WED,12,A,1,1,1,1,JETBLUE,LAS VEGAS,2288,20,30,1,4,6:00:00,12/31/1899 08:59:00 AM,2,,,2,,,,2,2,2,1,3,1,1,4,6,6,3,4,3,3,3,4,2,3,3,4,6,3,56,,,,,4,4,6,4,4,4,0,,,4,4,,,2,,,,,1,4,2,4,2,,,,8,1,94536,US,3,4,2,4,2,1,2,1,0.3778995413,,179,FREMONT,CA
1765,2212,394,25,THUR,4,A,3,2,1,2,SUN COUNTRY,MINNEAPOLIS-ST. PAUL,396,26,39,3,4,16:30:00,12/31/1899 06:00:00 PM,5,,,5,,,,2,2,2,1,3,1,2,3,6,4,4,4,4,6,6,4,3,6,6,6,6,4,2,,,,,4,4,4,4,4,4,0,,,4,0,,,2,,,,,5,0,3,0,1,33,,,7,1,,US,1,2,2,1,2,2,1,1,0.723115625,,90,SAN FRANCISCO,CA
1766,2568,407,24,WED,12,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,6:30 AM,12/31/1899 08:59:00 AM,3,,,2,,,,1,2,2,2,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,,,,,3,3,3,3,3,3,0,,,3,0,,,3,,,,,7,0,3,3,3,,,,5,1,94025,US,2,3,4,2,1,2,2,1,0.3778995413,,149,MENLO PARK,CA
1767,2213,394,25,THUR,4,A,3,2,1,2,SUN COUNTRY,MINNEAPOLIS-ST. PAUL,396,26,39,3,4,3:30 PM,12/31/1899 06:00:00 PM,1,,,9,,,,2,1,2,1,3,1,2,4,3,3,4,4,4,4,4,4,4,4,4,6,4,4,0,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,0,4,5,4,2,,,,10,3,54023,US,11,4,2,4,2,2,2,1,0.723115625,,150,ROBERTO,WI
1768,2214,394,25,THUR,4,A,3,2,1,2,SUN COUNTRY,MINNEAPOLIS-ST. PAUL,396,26,39,3,4,4:15 PM,12/31/1899 06:00:00 PM,3,,,5,,,,2,2,1,1,4,1,2,5,3,2,3,4,4,4,4,5,4,6,6,6,6,4,0,,,,,5,5,4,4,4,4,0,,,4,0,,,0,,,,,5,4,4,5,2,,,,8,1,94107,US,1,3,2,3,3,2,1,1,0.723115625,,105,SAN FRANCISCO,CA
1769,2569,407,24,WED,12,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,6:00:00,12/31/1899 08:59:00 AM,3,,,9,,,,2,1,2,1,1,1,1,2,3,3,5,5,5,5,5,5,5,5,5,5,5,4,20,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,5,5,5,5,2,,,,9,3,30318,US,12,2,2,3,1,2,2,1,0.3778995413,,179,ATLANTA,GA
1770,2215,394,25,THUR,4,A,3,2,1,2,SUN COUNTRY,MINNEAPOLIS-ST. PAUL,396,26,39,3,4,11:00:00,12/31/1899 06:00:00 PM,3,,,2,,,,2,1,1,2,4,1,4,4,4,4,2,3,6,6,6,6,0,0,0,0,0,4,0,,,,,4,6,6,4,4,4,0,,,0,4,,,2,,,,,5,4,3,3,2,,,,7,3,33450,US,12,5,2,4,1,1,2,1,0.723115625,,420,JUPITER,FL
1771,2570,407,24,WED,12,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,6:00:00,12/31/1899 08:59:00 AM,1,,,1,,,2,2,2,1,1,2,1,4,4,4,3,4,3,3,3,3,4,2,3,3,4,3,4,71,,,,,4,4,4,3,2,3,0,,,3,0,,,2,,,,,8,3,3,3,2,,,,5,1,94591,US,8,5,1,2,2,2,1,1,0.3778995413,,179,VALLEJO,CA
1772,2216,394,25,THUR,4,A,3,2,1,2,SUN COUNTRY,MINNEAPOLIS-ST. PAUL,396,26,39,3,4,16:00:00,12/31/1899 06:00:00 PM,2,,,2,,,,1,2,1,2,1,1,4,5,3,3,5,6,5,5,5,6,5,5,6,6,6,5,206,,,,,5,6,6,5,5,5,0,,,5,1,,,1,3,3,,,13,0,5,4,2,,,,10,2,,US,10,5,1,2,2,2,2,1,0.723115625,,120,MODESTO,CA
1773,2217,394,25,THUR,4,A,3,2,1,2,SUN COUNTRY,MINNEAPOLIS-ST. PAUL,396,26,39,3,4,3:45 PM,12/31/1899 06:00:00 PM,3,,,1,,,4,1,2,1,2,3,1,4,5,4,3,3,3,3,3,3,6,3,3,6,6,6,4,0,,,,,4,6,6,4,3,4,0,,,4,8,,,1,5,1,,,17,4,5,5,2,,,,10,2,,,91,6,4,4,3,1,1,1,0.723115625,,135,,
1774,2571,407,24,WED,12,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,7:40 AM,12/31/1899 08:59:00 AM,2,,,5,,,,2,2,2,1,3,1,2,3,3,4,4,4,4,4,4,4,4,4,4,4,6,4,0,,,,,5,5,6,4,4,4,0,,,4,0,,,1,4,1,,,7,3,5,5,2,,,,9,1,94040,US,4,3,2,4,3,1,2,1,0.3778995413,,79,MOUNTAIN VIEW,CA
1775,2218,394,25,THUR,4,A,3,2,1,2,SUN COUNTRY,MINNEAPOLIS-ST. PAUL,396,26,39,3,4,3:30 PM,12/31/1899 06:00:00 PM,3,,,1,,,4,2,1,1,2,3,1,1,4,3,3,3,3,3,3,3,3,4,3,3,6,6,3,0,,,,,4,6,6,3,3,3,0,,,3,0,,,2,,,,,7,3,3,2,2,,,,8,3,55439,US,11,4,1,3,3,2,2,1,0.723115625,,150,MINNEAPOLIS,MN
1776,2572,407,24,WED,12,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,7:30 AM,12/31/1899 08:59:00 AM,2,,,2,,,,2,2,2,1,3,1,2,3,2,2,4,4,4,4,4,4,4,4,6,6,6,3,0,,,,,4,6,6,6,3,3,0,,,4,0,,,3,,,,,7,4,5,5,2,,,,7,1,,US,4,4,1,3,2,1,2,1,0.3778995413,,89,SAN JOSE,CA
1777,2573,407,24,WED,12,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,7:15 AM,12/31/1899 08:59:00 AM,2,,,8,,,,2,2,2,2,1,2,1,6,6,6,4,4,5,6,6,6,4,6,6,6,6,4,0,,,,,4,6,6,6,4,4,0,,,4,0,,,1,3,0,,,5,4,4,4,2,,,,6,3,,UK,15,5,1,1,2,2,4,1,0.3778995413,,104,LEICESTER,
1778,2219,394,25,THUR,4,A,3,2,1,2,SUN COUNTRY,MINNEAPOLIS-ST. PAUL,396,26,39,3,4,4:15 PM,12/31/1899 06:00:00 PM,3,,,5,6,,,1,2,2,1,3,1,4,6,4,4,5,5,5,6,6,5,5,5,5,4,6,4,102,,,,,4,5,6,4,4,4,12,,,4,6,,,2,,,,,6,4,5,5,2,,,,10,1,94402,US,2,3,2,3,2,1,2,1,0.723115625,,105,SAN MATEO,CA
1779,2574,407,24,WED,12,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,7:15 AM,12/31/1899 08:59:00 AM,2,,,8,,,,2,2,2,2,1,2,1,6,6,6,4,4,4,6,6,1,4,6,6,6,6,4,0,,,,,4,6,6,6,4,4,0,,,4,0,,,0,,,,,5,3,4,4,2,,,,5,3,,UK,15,5,2,0,2,2,2,1,0.3778995413,,104,LEICESTER,
1780,2220,394,25,THUR,4,A,3,2,1,2,SUN COUNTRY,MINNEAPOLIS-ST. PAUL,396,26,39,3,4,16:00:00,12/31/1899 06:00:00 PM,3,,,6,,,,1,1,0,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Blank,0,,,,,4,4,0,0,4,4,0,,,4,0,,,1,5,1,,,1,3,2,4,1,5,,,5,1,94706,US,3,7,0,0,4,2,1,1,0.723115625,,120,ALBANY,CA
1781,2575,407,24,WED,12,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,6:55 AM,12/31/1899 08:59:00 AM,5,,,2,,,,2,2,1,1,1,1,4,6,4,6,3,3,4,6,6,5,6,6,4,6,6,4,0,,,,,5,4,6,4,4,4,0,,,4,4,,,1,5,1,,,5,3,3,3,2,,,,10,3,47906,US,11,7,2,2,2,2,2,1,0.3778995413,,124,WEST LAFAYETTE,IN
1782,2221,394,25,THUR,4,A,3,2,1,2,SUN COUNTRY,MINNEAPOLIS-ST. PAUL,396,26,39,3,4,2:35 PM,12/31/1899 06:00:00 PM,3,,,1,,,3,1,1,1,2,2,1,4,5,3,4,4,4,4,4,4,5,4,4,4,4,5,5,0,,,,,4,6,6,4,5,4,0,,,5,0,,,1,1,3,,,2,4,4,4,1,32,,,9,1,94549,US,5,1,1,3,2,2,2,1,0.723115625,,205,LAFAYETTE,CA
1783,2576,407,24,WED,12,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,8:00:00,12/31/1899 08:59:00 AM,1,,,2,,,,0,0,1,0,2,1,2,0,4,6,4,5,3,6,6,4,6,6,6,6,6,4,0,,,,,5,2,2,4,5,5,0,,,4,0,,,1,5,0,,,5,5,5,5,2,,,,11,0,,,99,8,4,0,4,4,4,1,0.3778995413,,59,,
1784,2222,394,25,THUR,4,A,3,2,1,2,SUN COUNTRY,MINNEAPOLIS-ST. PAUL,396,26,39,3,4,2:45 PM,12/31/1899 06:00:00 PM,3,,,6,,,,1,2,2,1,4,1,2,6,3,3,2,4,4,5,5,5,6,6,3,6,6,3,22,43,,,,2,3,6,3,1,2,0,,,5,1,,,2,,,,,6,2,5,5,1,73,,,7,1,94015,US,2,3,2,2,2,2,2,1,0.723115625,,195,MENLO PARK,CA
1785,2577,407,24,WED,12,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,6:30 AM,12/31/1899 08:59:00 AM,2,,,2,,,,2,2,1,2,2,1,4,4,4,3,4,5,5,5,5,4,5,5,5,5,5,5,151,,,,,5,5,5,5,5,5,1,,,5,0,,,1,5,0,,,2,5,5,0,2,,,,10,1,94539,US,3,6,2,2,2,1,2,1,0.3778995413,,149,FREMONT,CA
1786,2223,394,25,THUR,4,A,3,2,1,2,SUN COUNTRY,MINNEAPOLIS-ST. PAUL,396,26,39,3,4,4:30 PM,12/31/1899 06:00:00 PM,1,,,5,,,,1,2,2,2,3,1,4,4,3,3,5,5,5,6,6,6,6,6,6,6,6,4,0,,,,,5,5,5,5,5,5,0,,,4,0,,,2,,,,,0,5,5,5,2,,,,10,3,55369,US,11,5,2,4,2,2,2,1,0.723115625,,90,MINNEAPOLIS,MN
1787,2224,394,25,THUR,4,A,3,2,1,2,SUN COUNTRY,MINNEAPOLIS-ST. PAUL,396,26,39,3,4,4:30 PM,12/31/1899 06:00:00 PM,1,,,9,,,,2,1,2,2,3,1,4,3,5,4,4,4,4,6,6,4,4,6,5,6,4,4,1,,,,,4,4,4,4,4,4,0,,,4,0,,,1,5,0,,,2,4,4,5,2,,,,9,3,55409,US,11,6,1,3,2,2,2,1,0.723115625,,90,MINNEAPOLIS,MN
1788,2578,407,24,WED,12,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,7:30 AM,12/31/1899 08:59:00 AM,2,,,8,,,,2,2,2,2,5,1,4,4,4,4,4,4,5,5,5,6,4,4,5,4,5,5,58,,,,,4,5,5,5,3,4,0,,,4,16,,,1,5,1,,,5,4,5,5,2,,,,9,1,94112,US,1,3,1,3,1,2,2,1,0.3778995413,,89,SAN FRANCISCO,CA
1789,2225,394,25,THUR,4,A,3,2,1,1,SUN COUNTRY,MINNEAPOLIS-ST. PAUL,396,26,39,3,4,15:00:00,12/31/1899 06:00:00 PM,3,,,13,,,,1,1,2,2,2,1,2,5,3,5,3,5,5,6,3,6,6,6,6,6,6,4,53,62,,,,5,6,6,5,5,5,0,,,5,1,16,,1,5,1,,,9,5,5,5,1,1,,,10,3,56215,US,11,7,2,1,2,2,2,1,0.723115625,,180,BENSON,MN
2597,3199,355,22,MON,100,G,2,3,1,2,AIR INDIA,DELHI,174,33,77,8,4,N,12/31/1899 11:30:00 AM,1,,,2,,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blank,3,,,,,5,5,5,5,5,5,0,,,5,0,,,0,,,,,0,0,0,0,0,,,,10,3,,,99,3,1,1,1,4,4,1,0.723115625,,,,
1790,2579,407,24,WED,12,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,7:30 AM,12/31/1899 08:59:00 AM,3,,,5,,,,2,1,2,2,3,1,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,73,,,,,5,5,4,5,5,5,0,,,5,8,,,2,,,,,5,3,4,4,1,31,,,9,1,94117,US,1,3,1,4,2,2,1,1,0.3778995413,,89,SAN FRANCISCO,CA
1791,2226,394,25,THUR,4,A,3,2,1,1,SUN COUNTRY,MINNEAPOLIS-ST. PAUL,396,26,39,3,4,4:15 PM,12/31/1899 06:00:00 PM,3,,,6,,,,2,2,2,1,5,1,2,5,4,6,5,5,5,6,6,4,6,6,5,6,6,4,102,,,,,4,5,6,4,4,4,0,,,5,16,,,2,,,,,1,5,4,5,2,,,,8,1,94618,US,3,3,2,2,3,2,1,1,0.723115625,,105,OAKLAND,CA
1792,2580,407,24,WED,12,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,7:00:00,12/31/1899 08:59:00 AM,0,,,6,,,,1,2,1,1,2,1,1,4,4,4,4,4,4,4,4,4,4,6,4,6,6,4,20,,,,,5,5,5,5,5,5,0,,,4,6,,,3,,,,,1,3,4,4,2,,,,7,3,,CHINA,16,2,2,1,2,2,2,3,0.3778995413,,119,YUEYANG,
1793,2227,394,25,THUR,4,A,3,2,1,1,SUN COUNTRY,MINNEAPOLIS-ST. PAUL,396,26,39,3,4,2:40 PM,12/31/1899 06:00:00 PM,10,,,6,,,,2,2,1,2,1,1,4,3,4,4,4,3,3,6,6,4,4,6,5,6,6,4,1,102,,,,5,5,6,5,5,5,0,,,5,4,,,2,,,,,0,5,4,5,2,,,,10,3,55414,US,11,4,1,1,2,1,2,1,0.723115625,,200,MINNEAPOLIS,MN
1794,2228,394,25,THUR,4,A,3,2,1,2,SUN COUNTRY,MINNEAPOLIS-ST. PAUL,396,26,39,3,4,10:00:00,12/31/1899 06:00:00 PM,2,3,,6,,,,2,2,1,2,1,1,3,0,4,3,5,5,4,4,0,4,5,0,5,0,0,4,0,,,,,4,5,5,5,4,5,0,,,4,0,,,3,,,,,1,0,3,3,0,,,,8,1,94107,US,3,7,1,1,2,2,2,1,0.723115625,,480,OAKLAND,CA
1795,2581,407,24,WED,12,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,7:30 AM,12/31/1899 08:59:00 AM,2,,,8,,,,2,2,2,2,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,22,,,,,3,4,5,4,2,3,0,,,5,1,,,1,4,0,,,5,0,3,4,2,,,,7,1,94124,US,1,3,2,1,2,2,2,1,0.3778995413,,89,SAN FRANCISCO,CA
1796,2477,396,25,THUR,3,A,3,3,1,1,VIRGIN ATLANTIC,LONDON-HEATHROW,42,39,32,6,4,3:30 PM,12/31/1899 08:40:00 PM,1,,,9,,,,1,1,1,1,1,1,3,6,3,2,5,5,5,6,6,4,5,6,5,6,5,4,101,102,,,,5,5,5,5,5,5,0,,,5,2,,,2,,,,,7,4,5,5,2,,,,8,3,,UK,15,5,1,2,2,2,2,1,0.723115625,,310,LONDON,
1797,2523,404,24,WED,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,4:30 AM,12/31/1899 06:30:00 AM,2,,,9,,,,1,2,2,1,1,2,1,4,6,5,5,4,4,4,4,4,4,4,4,4,4,5,0,,,,,5,5,5,5,5,5,0,,,4,0,,,3,,,,,5,4,4,4,2,,,,9,3,,CANADA,13,3,1,2,3,2,2,1,0.2847177143,,120,RICHMOND,BC
1798,2478,396,25,THUR,3,A,3,3,1,1,VIRGIN ATLANTIC,LONDON-HEATHROW,42,39,32,6,4,1:30 PM,12/31/1899 08:40:00 PM,1,,,12,,,,2,1,2,1,1,2,1,4,6,3,2,5,4,4,4,5,6,6,6,6,6,3,56,151,,,,4,6,6,6,3,4,0,,,4,6,,,2,,,,,7,5,4,3,2,,,,8,3,,UK,15,5,1,4,1,2,2,1,0.723115625,,430,KENT,
